14.44 -18.05 -14.44
12.635 -16.245 -14.44
18.05 0.0 -14.44
18.05 -3.61 -14.44
16.245 -1.805 -14.44
18.05 -7.22 -14.44
16.245 -5.415 -14.44
18.05 -10.83 -14.44
16.245 -9.025 -14.44
18.05 -14.44 -14.44
16.245 -12.635 -14.44
18.05 -18.05 -14.44
16.245 -16.245 -14.44
