0.0 0.0 0.0
0.0 -3.61 0.0
3.61 0.0 0.0
3.61 -3.61 0.0
1.805 -1.805 0.0
0.0 -7.22 0.0
3.61 -7.22 0.0
1.805 -5.415 0.0
0.0 -10.83 0.0
3.61 -10.83 0.0
1.805 -9.025 0.0
0.0 -14.44 0.0
3.61 -14.44 0.0
1.805 -12.635 0.0
0.0 -18.05 0.0
3.61 -18.05 0.0
1.805 -16.245 0.0
7.22 0.0 0.0
7.22 -3.61 0.0
5.415 -1.805 0.0
7.22 -7.22 0.0
5.415 -5.415 0.0
7.22 -10.83 0.0
5.415 -9.025 0.0
7.22 -14.44 0.0
5.415 -12.635 0.0
7.22 -18.05 0.0
5.415 -16.245 0.0
10.83 0.0 0.0
10.83 -3.61 0.0
9.025 -1.805 0.0
10.83 -7.22 0.0
9.025 -5.415 0.0
10.83 -10.83 0.0
9.025 -9.025 0.0
10.83 -14.44 0.0
9.025 -12.635 0.0
10.83 -18.05 0.0
9.025 -16.245 0.0
14.44 0.0 0.0
14.44 -3.61 0.0
12.635 -1.805 0.0
14.44 -7.22 0.0
12.635 -5.415 0.0
14.44 -10.83 0.0
12.635 -9.025 0.0
14.44 -14.44 0.0
12.635 -12.635 0.0
14.44 -18.05 0.0
12.635 -16.245 0.0
18.05 0.0 0.0
18.05 -3.61 0.0
16.245 -1.805 0.0
18.05 -7.22 0.0
16.245 -5.415 0.0
18.05 -10.83 0.0
16.245 -9.025 0.0
18.05 -14.44 0.0
16.245 -12.635 0.0
18.05 -18.05 0.0
16.245 -16.245 0.0
0.0 0.0 -3.61
0.0 -3.61 -3.61
3.61 0.0 -3.61
3.61 -3.61 -3.61
1.805 -1.805 -3.61
0.0 -7.22 -3.61
3.61 -7.22 -3.61
1.805 -5.415 -3.61
0.0 -10.83 -3.61
3.61 -10.83 -3.61
1.805 -9.025 -3.61
0.0 -14.44 -3.61
3.61 -14.44 -3.61
1.805 -12.635 -3.61
0.0 -18.05 -3.61
3.61 -18.05 -3.61
1.805 -16.245 -3.61
7.22 0.0 -3.61
7.22 -3.61 -3.61
5.415 -1.805 -3.61
7.22 -7.22 -3.61
5.415 -5.415 -3.61
7.22 -10.83 -3.61
5.415 -9.025 -3.61
7.22 -14.44 -3.61
5.415 -12.635 -3.61
7.22 -18.05 -3.61
5.415 -16.245 -3.61
10.83 0.0 -3.61
10.83 -3.61 -3.61
9.025 -1.805 -3.61
10.83 -7.22 -3.61
9.025 -5.415 -3.61
10.83 -10.83 -3.61
9.025 -9.025 -3.61
10.83 -14.44 -3.61
9.025 -12.635 -3.61
10.83 -18.05 -3.61
9.025 -16.245 -3.61
14.44 0.0 -3.61
14.44 -3.61 -3.61
12.635 -1.805 -3.61
14.44 -7.22 -3.61
12.635 -5.415 -3.61
14.44 -10.83 -3.61
12.635 -9.025 -3.61
14.44 -14.44 -3.61
12.635 -12.635 -3.61
14.44 -18.05 -3.61
12.635 -16.245 -3.61
18.05 0.0 -3.61
18.05 -3.61 -3.61
16.245 -1.805 -3.61
18.05 -7.22 -3.61
16.245 -5.415 -3.61
18.05 -10.83 -3.61
16.245 -9.025 -3.61
18.05 -14.44 -3.61
16.245 -12.635 -3.61
18.05 -18.05 -3.61
16.245 -16.245 -3.61
0.0 0.0 -7.22
0.0 -3.61 -7.22
3.61 0.0 -7.22
3.61 -3.61 -7.22
1.805 -1.805 -7.22
0.0 -7.22 -7.22
3.61 -7.22 -7.22
1.805 -5.415 -7.22
0.0 -10.83 -7.22
3.61 -10.83 -7.22
1.805 -9.025 -7.22
0.0 -14.44 -7.22
3.61 -14.44 -7.22
1.805 -12.635 -7.22
0.0 -18.05 -7.22
3.61 -18.05 -7.22
1.805 -16.245 -7.22
7.22 0.0 -7.22
7.22 -3.61 -7.22
5.415 -1.805 -7.22
7.22 -7.22 -7.22
5.415 -5.415 -7.22
7.22 -10.83 -7.22
5.415 -9.025 -7.22
7.22 -14.44 -7.22
5.415 -12.635 -7.22
7.22 -18.05 -7.22
5.415 -16.245 -7.22
10.83 0.0 -7.22
10.83 -3.61 -7.22
9.025 -1.805 -7.22
10.83 -7.22 -7.22
9.025 -5.415 -7.22
10.83 -10.83 -7.22
9.025 -9.025 -7.22
10.83 -14.44 -7.22
9.025 -12.635 -7.22
10.83 -18.05 -7.22
9.025 -16.245 -7.22
14.44 0.0 -7.22
14.44 -3.61 -7.22
12.635 -1.805 -7.22
14.44 -7.22 -7.22
12.635 -5.415 -7.22
14.44 -10.83 -7.22
12.635 -9.025 -7.22
14.44 -14.44 -7.22
12.635 -12.635 -7.22
14.44 -18.05 -7.22
12.635 -16.245 -7.22
18.05 0.0 -7.22
18.05 -3.61 -7.22
16.245 -1.805 -7.22
18.05 -7.22 -7.22
16.245 -5.415 -7.22
18.05 -10.83 -7.22
16.245 -9.025 -7.22
18.05 -14.44 -7.22
16.245 -12.635 -7.22
18.05 -18.05 -7.22
16.245 -16.245 -7.22
0.0 0.0 -10.83
0.0 -3.61 -10.83
3.61 0.0 -10.83
3.61 -3.61 -10.83
1.805 -1.805 -10.83
0.0 -7.22 -10.83
3.61 -7.22 -10.83
1.805 -5.415 -10.83
0.0 -10.83 -10.83
3.61 -10.83 -10.83
1.805 -9.025 -10.83
0.0 -14.44 -10.83
3.61 -14.44 -10.83
1.805 -12.635 -10.83
0.0 -18.05 -10.83
3.61 -18.05 -10.83
1.805 -16.245 -10.83
7.22 0.0 -10.83
7.22 -3.61 -10.83
5.415 -1.805 -10.83
7.22 -7.22 -10.83
5.415 -5.415 -10.83
7.22 -10.83 -10.83
5.415 -9.025 -10.83
7.22 -14.44 -10.83
5.415 -12.635 -10.83
7.22 -18.05 -10.83
5.415 -16.245 -10.83
10.83 0.0 -10.83
10.83 -3.61 -10.83
9.025 -1.805 -10.83
10.83 -7.22 -10.83
9.025 -5.415 -10.83
10.83 -10.83 -10.83
9.025 -9.025 -10.83
10.83 -14.44 -10.83
9.025 -12.635 -10.83
10.83 -18.05 -10.83
9.025 -16.245 -10.83
14.44 0.0 -10.83
14.44 -3.61 -10.83
12.635 -1.805 -10.83
14.44 -7.22 -10.83
12.635 -5.415 -10.83
14.44 -10.83 -10.83
12.635 -9.025 -10.83
14.44 -14.44 -10.83
12.635 -12.635 -10.83
14.44 -18.05 -10.83
12.635 -16.245 -10.83
18.05 0.0 -10.83
18.05 -3.61 -10.83
16.245 -1.805 -10.83
18.05 -7.22 -10.83
16.245 -5.415 -10.83
18.05 -10.83 -10.83
16.245 -9.025 -10.83
18.05 -14.44 -10.83
16.245 -12.635 -10.83
18.05 -18.05 -10.83
16.245 -16.245 -10.83
0.0 0.0 -14.44
0.0 -3.61 -14.44
3.61 0.0 -14.44
3.61 -3.61 -14.44
1.805 -1.805 -14.44
0.0 -7.22 -14.44
3.61 -7.22 -14.44
1.805 -5.415 -14.44
0.0 -10.83 -14.44
3.61 -10.83 -14.44
1.805 -9.025 -14.44
0.0 -14.44 -14.44
3.61 -14.44 -14.44
1.805 -12.635 -14.44
0.0 -18.05 -14.44
3.61 -18.05 -14.44
1.805 -16.245 -14.44
7.22 0.0 -14.44
7.22 -3.61 -14.44
5.415 -1.805 -14.44
7.22 -7.22 -14.44
5.415 -5.415 -14.44
7.22 -10.83 -14.44
5.415 -9.025 -14.44
7.22 -14.44 -14.44
5.415 -12.635 -14.44
7.22 -18.05 -14.44
5.415 -16.245 -14.44
10.83 0.0 -14.44
10.83 -3.61 -14.44
9.025 -1.805 -14.44
10.83 -7.22 -14.44
9.025 -5.415 -14.44
10.83 -10.83 -14.44
9.025 -9.025 -14.44
10.83 -14.44 -14.44
9.025 -12.635 -14.44
10.83 -18.05 -14.44
9.025 -16.245 -14.44
14.44 0.0 -14.44
14.44 -3.61 -14.44
12.635 -1.805 -14.44
14.44 -7.22 -14.44
12.635 -5.415 -14.44
14.44 -10.83 -14.44
12.635 -9.025 -14.44
14.44 -14.44 -14.44
12.635 -12.635 -14.44
